"Site","epaid","Pop","sample_id","repName","n1_sars_cov2_units","N1","N1LOD","n2_sars_cov2_units","N2","N2LOD","PMMoV","hf183_conc","Date","sample_collect_time","test_result_date","average_flow_rate","tss","ph","bod","conductivity","temperature","do","created_on","last_modified_on","lab_submitter","n1_lod","n1_loq","n2_lod","n2_loq"
"Racine Wastewater Utility","WI0025194","139000","599","droplet digital PCR","copies/L wastewater","9271.530667","no","copies/L wastewater","6498.474667","no","10375571.09","420089610.5",2020-11-29,"0:00","12/3/2020","17.48","81","7.25","118","1040","15.2",NA,"12/4/2020 17:38","1/7/2022 13:56","UWM","2787.061","9271.531","2787.061","9271.531"
"Hudson WWTF","WI0024279","19680","533355001","qPCR","Gene copies/L","126471","No","Gene copies/L","91154","No","18986335",NA,2020-10-27,"7:00","10/28/2020 17:38","1.436",NA,"7.9",NA,"1455","9.7","6.3","1/15/2021 12:15","12/2/2021 23:00","SLH","20000","64000","33000","68000"
"Chippewa Falls WWTF","WI0023604","13000","533390001","qPCR","Gene copies/L","179429","No","Gene copies/L","173603","No","8818379",NA,2020-10-27,"7:30","10/28/2020 17:38","2.339",NA,"6.9",NA,"1625","12",NA,"1/15/2021 12:15","12/2/2021 23:00","SLH","20000","64000","33000","68000"
"South Milwaukee WWTF","WI0028819","21156","512","droplet digital PCR","copies/L wastewater","23318.88","no","copies/L wastewater","9495.616","no","14132501.76","541793698.8",2020-11-03,"7:00","11/5/2020","6.51","534","7.6","231","1032","16.11111111",NA,"12/4/2020 17:38","2/18/2022 10:37","UWM","2590.987","8641.291","4313.643","7772.96"
"South Milwaukee WWTF","WI0028819","21156","521","droplet digital PCR","copies/L wastewater","14579.552","no","copies/L wastewater","7282.773333","no","10357784.32","464529192.2",2020-11-08,"7:00","11/16/2020","2.6","200","7.6","183","999","16.66666667",NA,"12/4/2020 17:38","2/18/2022 10:37","UWM","4369.664","14579.552","7282.773","13122.997"
"South Milwaukee WWTF","WI0028819","21156","522","droplet digital PCR","copies/L wastewater","43262.47467","no","copies/L wastewater","22065.40267","no","6996644.373","457362367.1",2020-11-09,"7:00","11/16/2020","2.94","324","7.6","228","990","17.22222222",NA,"12/4/2020 17:38","2/18/2022 10:37","UWM","3844.464","12807.877","6407.44","11526.389"
"South Milwaukee WWTF","WI0028819","21156","570","droplet digital PCR","copies/L wastewater","70376.8","no","copies/L wastewater","23683.01867","no","14246785.28","343321964.6",2020-11-23,"7:00","11/29/2020","2.84","177","7.7","163","1036","13.88888889",NA,"12/4/2020 17:38","2/18/2022 10:37","UWM","2296.875","7632.907","2296.875","7632.907"
"South Milwaukee WWTF","WI0028819","21156","591","droplet digital PCR","copies/L wastewater","40251.328","no","copies/L wastewater","26498.09067","no","7670861.12","548392526.3",2020-11-29,"7:00","12/3/2020","2.764","140","7.7","136","1048","13.88888889",NA,"12/4/2020 17:38","2/18/2022 10:37","UWM","2941.12","9803.733","2941.12","9803.733"
"Mauston WWTF","WI0024635","4500","533329001","qPCR","Gene copies/L","62150","No","Gene copies/L","37174","Yes","3596064",NA,2020-10-27,"8:00","10/28/2020 17:38","0.675",NA,"7.5",NA,"1030",NA,NA,"1/15/2021 12:15","12/2/2021 23:00","SLH","20000","64000","33000","68000"
"Oshkosh WWTP","WI0025038","67000","533330001","qPCR","Gene copies/L","384694","No","Gene copies/L","299007","No","10287233",NA,2020-10-27,"7:00","10/28/2020 17:57","15.592",NA,"8.49",NA,"1208",NA,NA,"1/15/2021 12:15","12/2/2021 23:00","SLH","20000","64000","33000","68000"
"Grafton Water & Wastewater Utility","WI0020184","11400","318","droplet digital PCR","copies/L wastewater","1473.84","no","copies/L wastewater","182.64","yes",NA,NA,2020-09-14,"8:00","9/20/2020","1.697","156","7.6","147.4",NA,"19",NA,"12/4/2020 17:38","1/7/2022 13:57","UWM","2107.2","7022.4","3511.2","6321.6"
"Waukesha WWTP","WI0029971","72549","278","droplet digital PCR","copies/L wastewater","2828.88","no","copies/L wastewater","2636.16","no",NA,NA,2020-08-30,"8:00","9/4/2020","8.097","336",NA,"209",NA,"4",NA,"12/4/2020 17:38","1/7/2022 13:57","UWM","2716.8","9067.2","4533.6","8157.6"
"Waukesha WWTP","WI0029971","72549","279","droplet digital PCR","copies/L wastewater","1411.68","yes","copies/L wastewater","871.2","yes",NA,NA,2020-08-31,"8:00","9/4/2020","7.811","403",NA,"218",NA,"4",NA,"12/4/2020 17:38","1/7/2022 13:57","UWM","2827.2","9422.4","4708.8","8481.6"
"Waukesha WWTP","WI0029971","72549","298","droplet digital PCR","copies/L wastewater","692.88","yes","copies/L wastewater","178.32","yes",NA,NA,2020-09-06,"8:00","9/11/2020","8.007","316","7.4","184",NA,"4",NA,"12/4/2020 17:38","1/7/2022 13:57","UWM","2080.8","6931.2","3465.6","6237.6"
"Waukesha WWTP","WI0029971","72549","299","droplet digital PCR","copies/L wastewater","1004.16","yes","copies/L wastewater","331.68","yes",NA,NA,2020-09-07,"8:00","9/11/2020","8.099","341","7.8","140",NA,"4",NA,"12/4/2020 17:38","1/7/2022 13:57","UWM","1994.4","6650.4","3326.4","5985.6"
"Eau Claire WWTF","WI0023850","75000","533394001","qPCR","Gene copies/L","301575","No","Gene copies/L","203932","No","43774727",NA,2020-10-27,"6:00","10/28/2020 17:38","7.9",NA,"7.61",NA,"971","17.3","5.44","1/15/2021 12:15","12/2/2021 23:00","SLH","20000","64000","33000","68000"
"Rhinelander WWTP","WI0020044","7800","533395001","qPCR","Gene copies/L","371665","No","Gene copies/L","143688","No","31251381",NA,2020-10-27,"9:25","10/28/2020 17:58","1.3186",NA,"7.35",NA,"1204","3",NA,"1/15/2021 12:15","12/2/2021 23:00","SLH","20000","64000","33000","68000"
"Grafton Water & Wastewater Utility","WI0020184","11400","401","droplet digital PCR","copies/L wastewater","1363.2","yes","copies/L wastewater","682.56","yes","22685952","1661922173",2020-10-04,"8:00","10/9/2020","1.3","234","7.1","218",NA,"18.4",NA,"12/4/2020 17:38","1/7/2022 13:57","UWM","2044.8","6825.6","3417.6","6144"
"Waukesha WWTP","WI0029971","72549","320","droplet digital PCR","copies/L wastewater","1147.2","no","copies/L wastewater","373.44","yes",NA,NA,2020-09-13,"8:00","9/20/2020","8.595","1076","7.4","256",NA,"4",NA,"12/4/2020 17:38","1/7/2022 13:57","UWM","2198.4","7327.2","3664.8","6595.2"
"Waukesha WWTP","WI0029971","72549","321","droplet digital PCR","copies/L wastewater","1833.6","no","copies/L wastewater","1821.6","yes",NA,NA,2020-09-14,"8:00","9/20/2020","8.361","2038","7.5","308",NA,"4",NA,"12/4/2020 17:38","1/7/2022 13:57","UWM","2208","7360.8","3679.2","6624"
"Waukesha WWTP","WI0029971","72549","348","droplet digital PCR","copies/L wastewater","2407.2","no","copies/L wastewater","2412","no",NA,NA,2020-09-19,"8:00","9/30/2020","7.817","643","7.4","268",NA,"4",NA,"12/4/2020 17:38","1/7/2022 13:57","UWM","2304","7682.4","3842.4","6916.8"
"Waukesha WWTP","WI0029971","72549","349","droplet digital PCR","copies/L wastewater","1872","no","copies/L wastewater","1452","yes",NA,NA,2020-09-20,"8:00","9/30/2020","7.927","377","7.4","220",NA,"4",NA,"12/4/2020 17:38","1/7/2022 13:57","UWM","2205.6","7351.2","3676.8","6616.8"
"Waukesha WWTP","WI0029971","72549","369","droplet digital PCR","copies/L wastewater","4648.8","no","copies/L wastewater","3555.6","no",NA,NA,2020-09-26,"8:00","10/1/2020","7.731","414",NA,"259",NA,"4",NA,"12/4/2020 17:38","1/7/2022 13:57","UWM","2318.4","7718.4","3861.6","6948"
"Sturgeon Bay Utilities WWTF","WI0021113","9500","533311001","qPCR","Gene copies/L","156394","No","Gene copies/L","120023","No","18807292",NA,2020-10-27,"7:00","10/28/2020 17:58","2.04",NA,"7.8",NA,"1730","13.8",NA,"1/15/2021 12:15","12/2/2021 23:00","SLH","20000","64000","33000","68000"
"Waupaca WWTF","WI0030490","10000","533314001","qPCR","Gene copies/L","176031","No","Gene copies/L","95103","No","37906043",NA,2020-10-27,"7:45","10/28/2020 17:58","1.1",NA,"7.6",NA,"1510",NA,NA,"1/15/2021 12:15","12/2/2021 23:00","SLH","20000","64000","33000","68000"
"Eau Claire WWTF","WI0023850","75000","543092001","qPCR","Gene copies/L","261353","No","Gene copies/L","294512","No","18462956",NA,2021-01-08,"6:00","1/19/2021 9:13","5.91",NA,"7.38",NA,"1401","14.6","5.02","1/27/2021 17:06","2/15/2021 15:41","SLH","40000","130000","66000","140000"
"Wisconsin Rapids WWTF","WI0025844","20000","543095001","qPCR","Gene copies/L","305287","No","Gene copies/L","310024","No","26244611",NA,2021-01-08,"8:00","1/19/2021 9:13","2.514",NA,"7.1",NA,"1023",NA,NA,"1/27/2021 17:06","2/15/2021 15:41","SLH","40000","130000","66000","140000"
"Wolf River Ranch WWTF","WI0071307","1000","532571001","qPCR","Gene copies/L","122913","No","Gene copies/L","98764","No","2258506.006",NA,2020-10-21,"10:25","10/27/2020 12:18","0.013",NA,"6.7",NA,"1090","17.1","0.94","1/15/2021 12:15","11/19/2021 22:58","SLH","20000","64000","33000","68000"
"Beloit WWTF","WI0023370","35000","532764001","qPCR","Gene copies/L","933222","No","Gene copies/L","685368","No","13477810",NA,2020-10-21,"7:08","10/26/2020 12:00","3.8303",NA,"7.3",NA,"2400","20.5",NA,"1/15/2021 12:15","12/7/2021 22:59","SLH","16000","51000","26000","54000"
"Fox River WPCC","WI0023469","51000","350","droplet digital PCR","copies/L wastewater","11104.8","no","copies/L wastewater","3979.2","no",NA,NA,2020-09-20,"7:03","9/24/2020","7.82","154","7.7","174",NA,"9",NA,"12/4/2020 17:38","1/17/2022 11:01","UWM","1999.2","6672","3336","6004.8"
"Fox River WPCC","WI0023469","51000","351","droplet digital PCR","copies/L wastewater","6672","no","copies/L wastewater","3285.6","no",NA,NA,2020-09-21,"6:55","9/24/2020","7.76","226","7.6","380",NA,"19.1",NA,"12/4/2020 17:38","1/17/2022 11:01","UWM","2056.8","6864","3429.6","6175.2"
"Fox River WPCC","WI0023469","51000","372","droplet digital PCR","copies/L wastewater","5251.2","no","copies/L wastewater","2071.68","no",NA,NA,2020-09-27,"7:12","10/9/2020","7.34","196","7.7","184",NA,"21",NA,"12/4/2020 17:38","1/17/2022 11:01","UWM","2217.6","7395.84","3697.92","6656.64"
"Fox River WPCC","WI0023469","51000","373","droplet digital PCR","copies/L wastewater","9852","no","copies/L wastewater","7884","no",NA,NA,2020-09-28,"7:14","10/1/2020","7.84","198","7.8","239",NA,"7.6",NA,"12/4/2020 17:38","1/17/2022 11:01","UWM","2155.2","7180.8","3590.4","6465.6"
"Fox River WPCC","WI0023469","51000","403","droplet digital PCR","copies/L wastewater","12988.8","no","copies/L wastewater","1728","yes","7272384","820156252.9",2020-10-04,"7:08","10/9/2020","7.95","148","7.7","173",NA,"7.3",NA,"12/4/2020 17:38","1/17/2022 11:01","UWM","2592","8659.2","4329.6","7795.2"
"Rhinelander WWTP","WI0020044","7800","532355001","qPCR","Gene copies/L","313544","No","Gene copies/L","298710","No","2806357",NA,2020-10-20,"9:18","10/26/2020 14:14","1.6",NA,"7.28",NA,"1124","3.5",NA,"1/15/2021 12:15","11/24/2021 22:59","SLH","20000","64000","33000","68000"
"Hayward WPCF","WI0021121","2375","532357001","qPCR","Gene copies/L","17682","Yes","Gene copies/L","22227","Yes","18647428",NA,2020-10-20,"8:20","10/26/2020 14:14","0.313354",NA,"7.5",NA,"1093",NA,NA,"1/15/2021 12:15","11/24/2021 22:59","SLH","20000","64000","33000","68000"
"Grafton Water & Wastewater Utility","WI0020184","11400","262","droplet digital PCR","copies/L wastewater","1569.6","yes","copies/L wastewater","1953.6","yes",NA,NA,2020-08-24,"8:00","8/28/2020","1.288","212","7.2","216.3",NA,"19.9",NA,"12/4/2020 17:38","1/7/2022 13:57","UWM","2352","7843.2","3916.8","7056"
"Grafton Water & Wastewater Utility","WI0020184","11400","282","droplet digital PCR","copies/L wastewater","2940","no","copies/L wastewater","1972.32","no",NA,NA,2020-09-07,"8:00","9/11/2020","1.26","190","7.7","270",NA,"19.3",NA,"12/4/2020 17:38","1/7/2022 13:57","UWM","2068.8","6902.4","3451.2","6213.6"
"Grafton Water & Wastewater Utility","WI0020184","11400","368","droplet digital PCR","copies/L wastewater","1243.04","no","copies/L wastewater","875.04","yes",NA,NA,2020-09-28,"8:00","11/12/2020","1.304","296","7.5","252",NA,"18.7",NA,"12/4/2020 17:38","1/7/2022 13:57","UWM","2336","7793.6","3896","7011.2"
"Grafton Water & Wastewater Utility","WI0020184","11400","455","droplet digital PCR","copies/L wastewater","8963.413333","no","copies/L wastewater","6974.656","no","22792839.68","1680813314",2020-10-19,"7:20","10/22/2020","1.233","256","7.6","240.1","2570","17.9",NA,"12/4/2020 17:38","1/7/2022 13:57","UWM","2983.136","9957.792","4985.899","8963.413"
"Grafton Water & Wastewater Utility","WI0020184","11400","479","droplet digital PCR","copies/L wastewater","14131.38133","no","copies/L wastewater","4180.592","no","16562567.15","1978684684",2020-10-26,"7:20","10/29/2020","1.464","180","7.6","240","2070","17.6",NA,"12/4/2020 17:38","1/7/2022 13:57","UWM","3536.347","11778.485","5889.243","10595.035"
"Stevens Point WWTF","WI0029572","27000","533065001","qPCR","Gene copies/L","493334","No","Gene copies/L","420853","No","12337629.94",NA,2020-10-24,"7:00","10/28/2020 17:52","2.178",NA,"7.21",NA,"876",NA,NA,"1/15/2021 12:15","12/7/2021 22:59","SLH","20000","64000","33000","68000"
"Wisconsin Rapids WWTF","WI0025844","20000","533066001","qPCR","Gene copies/L","813367","No","Gene copies/L","627191","No","16832470.46",NA,2020-10-23,"8:00","10/28/2020 17:52","2.792",NA,"7",NA,"1029",NA,NA,"1/15/2021 12:15","12/7/2021 22:59","SLH","20000","64000","33000","68000"
"De Pere WWTF","WI0065251","43000","275","droplet digital PCR","copies/L wastewater","7696.8","no","copies/L wastewater","4986.96","no",NA,NA,2020-08-31,"7:00","9/4/2020","6.625","208","7.1","330",NA,NA,NA,"12/4/2020 17:38","1/7/2022 13:55","UWM","2203.2","7341.6","3669.6","6609.6"
"De Pere WWTF","WI0065251","43000","283","droplet digital PCR","copies/L wastewater","14469.6","no","copies/L wastewater","6878.4","no",NA,NA,2020-09-06,"7:00","9/11/2020","6.044","264","7.1","360",NA,NA,NA,"12/4/2020 17:38","1/7/2022 13:55","UWM","1910.4","6369.6","3184.8","5731.2"
"De Pere WWTF","WI0065251","43000","314","droplet digital PCR","copies/L wastewater","21751.2","no","copies/L wastewater","12499.2","no",NA,NA,2020-09-14,"7:00","9/20/2020","7.058","256","7.4","320",NA,NA,NA,"12/4/2020 17:38","1/7/2022 13:55","UWM","2224.8","7418.4","3708","6674.4"
"De Pere WWTF","WI0065251","43000","343","droplet digital PCR","copies/L wastewater","49178.4","no","copies/L wastewater","23769.6","no",NA,NA,2020-09-21,"7:00","9/28/2020","6.236","308","7.4","330",NA,NA,NA,"12/4/2020 17:38","1/7/2022 13:55","UWM","2032.8","6780","3391.2","6098.4"
"De Pere WWTF","WI0065251","43000","376","droplet digital PCR","copies/L wastewater","40665.6","no","copies/L wastewater","15652.8","no",NA,NA,2020-09-28,"7:00","10/1/2020","6.8374","224","7.3","340",NA,NA,NA,"12/4/2020 17:38","1/7/2022 13:55","UWM","2232","7435.2","3720","6693.6"
"Wolf Treatment Plant","WI0028452","18000","532269001","qPCR","Gene copies/L","665230","No","Gene copies/L","532482","No","7877583",NA,2020-10-20,"7:10","10/26/2020 14:14","1.756",NA,"7.4",NA,"1300",NA,NA,"1/15/2021 12:15","11/24/2021 22:59","SLH","20000","64000","33000","68000"
"Appleton WWTF","WI0023221","74832","532271001","qPCR","Gene copies/L","10467","Yes","Gene copies/L","5384","Yes","14366664",NA,2020-10-20,"0:00","10/26/2020 14:14","7.5",NA,"8.02",NA,"1360",NA,NA,"1/15/2021 12:15","12/21/2021 23:01","SLH","20000","64000","33000","68000"
"Fox River WPCC","WI0023469","51000","585","droplet digital PCR","copies/L wastewater","28346.79467","no","copies/L wastewater","14173.39733","no","30087797.65","389859003.9",2020-11-22,"7:21","11/29/2020","7.38","328","7.6","262","2620","7",NA,"12/4/2020 17:38","1/17/2022 11:01","UWM","2829.077","9439.595","2829.077","9439.595"
"Fox River WPCC","WI0023469","51000","586","droplet digital PCR","copies/L wastewater","53094.21867","no","copies/L wastewater","9411.584","no","18069821.12","512056349.7",2020-11-23,"7:10","11/29/2020","7.48","232","7.7","226","2770","9.2",NA,"12/4/2020 17:38","1/17/2022 11:01","UWM","2562.976","8557.259","2562.976","8557.259"
"Fox River WPCC","WI0023469","51000","607","droplet digital PCR","copies/L wastewater","35328.45333","no","copies/L wastewater","16785.392","no","30177431.79","757228212.1",2020-11-29,"7:07","12/3/2020","8.63","298","7.7","257","2270","7.1",NA,"12/4/2020 17:38","1/17/2022 11:01","UWM","3018.149","10069.835","3018.149","10069.835"
"Fox River WPCC","WI0023469","51000","608","droplet digital PCR","copies/L wastewater","30811.73333","no","copies/L wastewater","9474.608","no","15691575.47","1054047270",2020-11-30,"7:01","12/10/2020","8.65","250","7.7","286","2430","6.5",NA,"12/4/2020 17:38","1/17/2022 11:01","UWM","3032.155","10097.845","3032.155","10097.845"
"Burlington WPCC","WI0022926","13000","288","droplet digital PCR","copies/L wastewater","14517.6","no","copies/L wastewater","7384.8","no",NA,NA,2020-09-07,"6:08","9/11/2020","2.9","300","7.6","200",NA,"7.4",NA,"12/4/2020 17:38","1/7/2022 13:54","UWM","2320.8","7737.6","3868.8","6962.4"
"Peshtigo WWTF","WI0030651","4000","531949001","qPCR","Gene copies/L","50589","No","Gene copies/L","42044","No","6668591.41",NA,2020-10-19,"8:00","10/21/2020 7:23","0.582",NA,"7.6",NA,"799","15.5","9.6","1/15/2021 12:15","12/6/2021 22:59","SLH","20000","64000","33000","68000"
"Washburn WWTP","WI0022675","2200","531960001","qPCR","Gene copies/L","33928","No","Gene copies/L","33346","Yes","6881858.97",NA,2020-10-19,"7:20","10/21/2020 7:23","0.176",NA,"7.5",NA,"970","16.3",NA,"1/15/2021 12:15","12/6/2021 22:59","SLH","20000","64000","33000","68000"
"Cedarburg WWTF","WI0020222","12000","509","droplet digital PCR","copies/L wastewater","11372.33067","no","copies/L wastewater","5167.968","no","10544895.57","798347920.9",2020-11-02,"6:52","11/5/2020","1.67","172","7.96","217","2200","14",NA,"12/4/2020 17:38","1/7/2022 13:54","UWM","3095.179","10335.936","5167.968","9313.547"
"Cedarburg WWTF","WI0020222","12000","540","droplet digital PCR","copies/L wastewater","23655.008","no","copies/L wastewater","13641.19467","no","8314406.187","1141660957",2020-11-09,"6:58","11/16/2020","1.57","270","7.71","197","1932","17",NA,"12/4/2020 17:38","1/7/2022 13:54","UWM","2731.04","9089.461","4551.733","8179.115"
"Cedarburg WWTF","WI0020222","12000","565","droplet digital PCR","copies/L wastewater","30041.44","no","copies/L wastewater","5903.248","no","9869698.453","1576295490",2020-11-16,"7:04","11/19/2020","1.58","234","7.88","220","2310","13.8",NA,"12/4/2020 17:38","1/7/2022 13:54","UWM","2941.12","9817.739","4908.869","8830.363"
"Cedarburg WWTF","WI0020222","12000","588","droplet digital PCR","copies/L wastewater","7380.810667","no","copies/L wastewater","819.312","yes","8125474.24","278671910.4",2020-11-23,"7:00","11/29/2020","1.55","181","7.83","174","2450","13.8",NA,"12/4/2020 17:38","1/7/2022 13:54","UWM","2464.939","8207.125","2464.939","8207.125"
"Cedarburg WWTF","WI0020222","12000","610","droplet digital PCR","copies/L wastewater","8235.136","no","copies/L wastewater","6176.352","no","8162168.213","601539437.9",2020-11-30,"7:02","12/3/2020","1.82","180","7.68","205","2090","13.3",NA,"12/4/2020 17:38","1/7/2022 13:54","UWM","3095.179","10307.925","3095.179","10307.925"
"Manitowoc WWTF","WI0024601","34450","530827001","qPCR","Gene copies/L","85400","No","Gene copies/L","139072","No","21635053.95",NA,2020-10-13,"12:00","10/29/2020 12:00","7.56",NA,"7.71",NA,"1360","22.7",NA,"1/15/2021 12:15","2/15/2021 15:41","SLH","20000","64000","33000","68000"
